ID, full_names, score1, score2
21850, Leah Kirk, 29, 47
20985, Debra Price, 36, 41
16175, Ken Thorpe, 47, 37
26172, Sophia Boyle, 34, 48
12496, Callum Anderson, 38, 46
18117, Terrence Rose, 25, 29
14593, Ross Lane, 22, 23
21321, Martha Vickers, 40, 21
30387, Gabrielle Martin, 41, 32
14294, Leanne Pollard, 23, 41
24010, Sabrina Donnelly, 29, 42
16169, Brad Dalton, 32, 27
15308, Len Hogg, 46, 35
19579, Julie Peters, 44, 48
19933, Bev Ray, 21, 44
23361, Kaylene Angus, 38, 31
16846, Mr Welch, 43, 23
21975, Narelle MacDonald, 45, 46
13749, Elise Stephenson, 38, 27
19011, Brett French, 27, 45
13893, Nicholas Haines, 30, 28
30805, Gus Nguyen, 26, 44
10979, Joshua Tan, 31, 26
11768, Rhys Connolly, 37, 30
18437, Guy Vaughan, 26, 28
11980, Maryanne Kent, 24, 46
32193, Eleanor Whitehead, 45, 34
13608, Deirdre Beaumont, 22, 28
15261, Rory Page, 28, 44
18359, Toni Ireland, 38, 28
12741, Kathie Bradford, 26, 24
16034, Rosemary Bright, 26, 40
23622, Tracy Keating, 49, 22
11375, Ethan Mead, 40, 36
14231, Marcia Hayden, 21, 37
32242, Edward Hennessy, 37, 36
23818, Susan Richardson, 30, 20
17947, Steve John, 20, 42
17000, Jodie Ball, 46, 44
16648, Donald Gee, 35, 44
17546, Harold Hayes, 39, 32
13550, Alice Rankin, 49, 45
13628, Leonard Parker, 24, 48
10854, Daryl Fernandez, 26, 44
15355, Wendy Bateman, 37, 44
16210, Carla Sun, 36, 44
13717, Mal Burrows, 39, 20
19633, Dion Potts, 44, 25
32305, Glenn Spencer, 38, 45
12857, Andrew Searle, 33, 22
12061, Michael McKinnon, 42, 30
13099, Bobby Kumar, 46, 43
17479, Kerry Curtis, 37, 39
26541, Simon Rodgers, 33, 37
14538, Olivia Halliday, 37, 34
21673, Vickie Huang, 31, 42
25837, Tricia Mooney, 30, 44
19576, Damon Cheng, 38, 43
16994, Frances Oates, 45, 37
13912, Joanna Wang, 31, 42
13536, Peta Currie, 31, 26
13553, Sam Milne, 35, 29
20538, Prue Nunn, 35, 43
23242, Jess Close, 28, 27
20135, Ian Bird, 21, 39
13412, Dianne Morrison, 24, 39
20279, Gina Wang, 27, 36
10232, Bronwyn Bloomfield, 20, 31
27050, Robbie Ballard, 30, 38
25542, Jeanette Galea, 40, 34
13754, Karla Allan, 28, 30
16381, Lara George, 37, 33
28388, Nicolas West, 44, 41
11577, Antony Rayner, 30, 26
14904, Mervyn Beer, 42, 38
22595, Daniela O'Rourke, 20, 26
20989, Desmond Oakley, 36, 26
13653, Jayden Anderson, 41, 37
24502, Sheryl Allison, 47, 48
19900, Alexis Bull, 23, 45
18706, Rochelle McDonald, 28, 20
22866, Mitch Conway, 26, 42
15987, Nina Spence, 31, 29
19728, Dominique Chong, 35, 49
30604, Lincoln Davis, 25, 30
17416, Kenneth Cochrane, 48, 24
15282, Jeanette Richmond, 45, 28
16217, Erica Malcolm, 45, 22
31253, Steven Maxwell, 22, 40
17868, Kym Dawson, 24, 46
12151, Ray Shannon, 25, 30
17867, Carla Payne, 29, 43
12485, Denise Fernando, 24, 35
17154, April Fulton, 32, 47
15954, Doreen McLaughlin, 47, 47
12057, Sasha Angus, 20, 49
13259, Hazel Flanagan, 31, 44
14803, Ashlee Olsen, 32, 21
31174, Max Adamson, 24, 46
13682, Lina Casey, 39, 20
33954, Kimberley Richardson, 27, 42
30319, Penny Kemp, 31, 25
20841, Veronica Carson, 22, 20
17211, Nick Bentley, 41, 32
14673, Kylie Castle, 26, 34
18485, Julian Neal, 35, 24
23220, Tristan Stokes, 20, 34
10654, Rhiannon Charles, 34, 41
25438, Jennifer Ralph, 33, 41
10198, Christian Stewart, 38, 33
18217, Frank Adams, 25, 38
19894, Marisa Jordan, 20, 46
12816, Graham Mahony, 30, 39
13284, Jessica Hocking, 35, 21
27163, Clare Kaur, 35, 28
11044, Heather McLennan, 41, 29
18542, Nola Patel, 42, 27
25480, Toni Holland, 33, 28
20401, Rae Nicholas, 47, 20
14852, Daniela MacDonald, 38, 27
13185, Heather Rogers, 38, 48
18631, Quentin Johnstone, 41, 48
21538, Sam Khan, 48, 22
18005, Felicity Marshall, 31, 44
10357, Carl Riley, 43, 20
13338, Dirk Norton, 29, 49
24793, Frederick Brand, 49, 36
15579, Gene Tomlinson, 36, 48
14286, Leon Mason, 38, 27
33391, Cara Clements, 25, 24
24922, Di Inglis, 26, 48
17793, Carolyn Bell, 42, 45
12511, Norma Campbell, 37, 32
19582, Gabby Draper, 32, 43
17536, Faye Walters, 29, 24
12914, Nicholas Collier, 44, 40
16585, Jodie Bowman, 47, 34
15120, Peter Sheehan, 31, 21
25257, June Austin, 49, 49
32353, Muhammad Black, 36, 37
14487, Mitch Myers, 20, 24
22045, Patricia Norman, 39, 42
23950, Teena Hallam, 38, 32
20317, Brian Weir, 23, 20
22429, Camilla Fox, 27, 37
24147, Tyler Findlay, 30, 20
13938, Ted Carmichael, 41, 29
13199, Mary Kemp, 46, 25
16384, Phoebe Currie, 21, 21
22527, Jp Avery, 43, 34
21879, Hayley Weir, 46, 48
10435, Oscar Watson, 41, 39
14160, Jonathan Boyle, 49, 21
26790, Justine Muir, 22, 25
13549, Lynette Archer, 34, 37
14126, Kristina Camilleri, 42, 30
17160, Pam Horton, 31, 34
12125, Dorothy Randall, 40, 47
15219, Pieter Moran, 37, 31
23692, Fleur Hanley, 42, 20
13677, Skye Sheppard, 43, 48
10395, Vanessa Kendall, 46, 46
11141, Toby O'Rourke, 33, 46
13396, Billy Miles, 26, 47
27947, Tracie Roberts, 23, 49
17259, Adele Devine, 38, 42
18552, Nicola Blair, 45, 37
17467, Ingrid Shields, 29, 38
18052, Jayne Higgins, 29, 36
18878, Darryl Kendall, 32, 21
20233, Nicky Dawes, 47, 33
34539, Mr Cullen, 30, 49
10212, Libby Dalton, 48, 30
27635, Alexandra Jarrett, 22, 27
17993, Mohamed Johnson, 37, 38
27144, Phillipa Michael, 26, 49
27345, Celia Paton, 35, 40
13813, Patrica Andersen, 33, 32
16530, Esther Bradford, 37, 34
14754, Gerry Neal, 34, 23
22984, Leigh Norman, 33, 42
31836, Christian Talbot, 41, 23
25007, Sheryl Burnett, 41, 30
17525, Jon FitzPatrick, 22, 46
11643, Alexis Walton, 28, 21
20770, Carlos Matthews, 33, 48
13086, Melanie Orr, 32, 35
10344, Alexander Peacock, 38, 47
21991, Roger Turnbull, 39, 26
23147, Ronnie Payne, 29, 46
16634, Byron Humphries, 49, 28
17491, Teena Vella, 25, 28
26036, Derek Irving, 30, 21
11363, Laurie Cheng, 49, 26
28650, Roy Pope, 42, 31
20132, Guy Cooper, 21, 21
15697, Suzy Pascoe, 27, 30
21985, Thomas Smyth, 27, 47
28987, Ricky Green, 25, 40
28065, Lloyd Wang, 40, 21
31826, Heidi Owens, 23, 39
16277, Ronald Wheeler, 46, 36
25427, Maureen Rhodes, 39, 27
23483, Lydia Purcell, 28, 20
11996, Drew Conroy, 23, 38
21109, Suzy Lancaster, 27, 29
19225, Eve Sloan, 41, 49
10582, Shannon Cook, 42, 27
17803, Phill Sun, 39, 40
28176, Judy Field, 48, 38
12147, Sharlene Dunstan, 45, 41
12170, Elise Hayden, 34, 45
23577, Errol Talbot, 25, 32
12333, Chad Barr, 33, 39
19128, Lindy Francis, 30, 45
15899, Trish O'Shea, 45, 40
19500, Mitch Michael, 22, 22
20731, Lina Middleton, 40, 42
21860, Travis Cartwright, 25, 35
17799, Vic McFarlane, 30, 20
16019, Bernard Lake, 24, 37
24912, Miriam Cartwright, 48, 29
22849, Victoria Bateman, 46, 42
19961, Bruno Elliott, 32, 43
17433, Phil Crane, 37, 44
27386, Christina Hutton, 36, 34
21296, Rex Wheeler, 49, 23
14386, Jamie Ferris, 23, 44
24703, Graeme Grigg, 23, 21
13246, Ray Simmons, 30, 22
19299, Sandra Carson, 45, 33
18958, Jill Gillespie, 48, 21
33796, Sara Kerr, 46, 38
30280, Shannon Sweeney, 22, 34
29712, Rudy Holloway, 38, 42
19325, Rosalie Chung, 36, 26
13619, Ravi Roach, 49, 21
16000, Christian Stone, 24, 36
17634, Dani Hull, 49, 31
24786, Nancy Clements, 33, 46
23010, Justin Bond, 35, 24
14105, Adriana Barry, 31, 44
28310, Greg Lord, 36, 41
18267, Darcy Law, 47, 38
20453, Betty Ryan, 39, 39
13623, Damien Coffey, 25, 39
28028, Deanne Farmer, 20, 33
12475, Julianne Finlay, 29, 26
15875, Grant McDonnell, 30, 24
16784, Marcel Schneider, 48, 49
13417, Charlie Whitehead, 41, 29
12906, Yvonne Leslie, 47, 25
19902, Sheree Ingram, 36, 38
14463, Sophie Hennessy, 27, 44
11412, Emmanuel Steele, 27, 30
10863, Anton Coates, 28, 46
21258, Naomi Avery, 20, 49
26736, Callum Dawson, 41, 49
14759, Luis O'Shea, 28, 46
16006, Nic Hunter, 43, 33
22123, Liza Jacobs, 22, 35
20467, Glenys McKay, 30, 37
11544, Darryn Gillespie, 40, 41
26860, Katie O'Keeffe, 29, 34
15882, Syed Barry, 25, 24
21291, Wally Richards, 45, 23
12248, Judy Murphy, 49, 35
28462, Mitch O'Rourke, 48, 33
12832, Sophia McIntosh, 49, 22
13472, Elisa Maynard, 39, 21
28948, Niall Maynard, 34, 41
12890, Jasmin Castle, 25, 21
17663, Tony Carroll, 47, 21
16429, Katherine Lawson, 46, 49
27395, Pamela Thornton, 26, 45
27588, Yvette Hobbs, 21, 46
17216, Kelly Jacobs, 48, 47
16529, Kieran Pitt, 49, 23
12837, Rowena Howell, 44, 23
20284, Warren Elliott, 25, 21
17334, Jacqueline Keenan, 45, 43
11754, Marty Warner, 34, 32
17906, Larissa Bradford, 20, 23
10787, Ash Bray, 41, 49
16053, Fred Christensen, 47, 44
21306, Colleen Hyland, 47, 45
29383, Kellie Egan, 49, 36
24737, Alistair Bruce, 30, 49
29430, Skye McCormick, 34, 27
18877, Sonia Sinclair, 32, 47
26452, Brianna Pritchard, 20, 42
15358, Rob Penny, 41, 40
24095, Jared Cooke, 34, 38
26153, Jillian Fernandez, 25, 36
10738, Gillian Morrow, 44, 35
11416, Judith Kidd, 26, 33
17041, Dane Payne, 40, 48
26688, Libby Arthur, 37, 28
11234, Amit Sharma, 20, 45
27994, Jay Houghton, 35, 40
23533, Cliff Horne, 20, 20
23258, Billy Simmonds, 36, 24
19571, Regina McKenna, 39, 44
19016, Eleanor Sawyer, 49, 29
32540, Kristi Middleton, 49, 25
15703, Conor Burns, 33, 25
16865, Sheridan James, 42, 40
11706, Tommy O'Sullivan, 30, 32
20154, Maj Brady, 33, 36
23121, Kerrie Beattie, 41, 30
16355, Chloe Caldwell, 46, 36
18664, Jacinta Burt, 37, 33
10187, Skye Pike, 38, 26
17270, Vivienne Clayton, 23, 41
11621, Lindy David, 31, 29
26719, Sheridan Browne, 33, 37
22366, Benjamin Day, 24, 22
11883, David Barker, 32, 46
26027, Ross Wong, 24, 44
21613, Glenda Winter, 27, 39
24180, Gene Hughes, 37, 22
16433, Lina Forster, 43, 22
17027, Jo Lake, 23, 47
19776, Geraldine Sims, 26, 25
10049, Rachelle Corcoran, 27, 27
23589, Amy Burrows, 45, 43
26414, Micheal Garner, 37, 22
17695, Mandy Banks, 33, 41
20136, Hamish Doyle, 43, 28
19432, Ella Hartley, 22, 42
24361, Rohan Peterson, 31, 35
19649, Marnie Greenwood, 40, 30
14834, Walter McCarthy, 37, 22
13155, Nick Howell, 45, 26
15918, Lesley Kenny, 20, 46
19113, Johan Duffy, 37, 37
13836, Isaac Smith, 37, 47
16559, Madeline Oates, 32, 43
11648, Bianca Casey, 28, 33
21681, Krystal Gates, 36, 36
15102, Kylie McCormack, 30, 23
14272, Malcolm Betts, 21, 33
10509, Trudy Crouch, 30, 33
12840, Heath Kemp, 42, 33
24843, Lily Gillies, 23, 30
22113, Colleen Barclay, 45, 32
10043, Tony Kearney, 38, 38
21720, Ruby Terry, 24, 37
20344, Josephine Byrne, 32, 28
19515, Clare McInerney, 41, 24
17657, Abigail Groves, 37, 49
21493, Monika Todd, 24, 25
18010, Ella Ellis, 27, 36
18685, Errol Lindsay, 48, 27
19413, Ryan Hutchinson, 45, 48
14220, Anne-Marie Logan, 27, 40
11667, Alf Pollard, 48, 20
24915, Annabel Wood, 24, 44
21566, Shawn Lai, 35, 30
12486, Eric Reed, 35, 47
13254, Virginia Jackson, 25, 23
13049, Alicia Kent, 22, 42
31577, Jarrad Morris, 40, 44
31949, Dominique Stephen, 26, 49
11689, Renae Dennis, 49, 44
11752, Di Allan, 30, 25
16874, Jennifer Firth, 35, 44
29154, Dianne Bowen, 33, 24
20506, Sheridan Bird, 49, 36
11170, Marita Leong, 28, 46
26582, Charlene Hogan, 32, 28
16597, Ted Fisher, 27, 37
11818, Ashleigh Fry, 31, 27
14629, Mark Terry, 24, 45
29193, Richie Roberts, 40, 36
22836, Jock Briggs, 32, 38
18621, Sheryl Ferris, 24, 48
20220, Deb Matthews, 36, 23
23130, Anne-Marie Connell, 31, 31
18528, Brandon Hargreaves, 40, 21
17062, Lachlan Archer, 28, 38
21927, Cath Eaton, 34, 29
13957, Robyn Langford, 45, 26
30512, Nicholas Mercer, 36, 25
18062, Christopher McNeill, 45, 22
20474, Frances Bond, 25, 38
24074, Allan Seymour, 41, 23
18638, Reg Groves, 24, 20
14034, Jim Regan, 38, 46
21166, Trina Wilson, 25, 24
25015, Ally Small, 30, 24
10841, Jackson Boyle, 29, 38
18157, Roy Allen, 40, 44
14915, Todd Clifford, 24, 30
13237, Nathan McCormick, 26, 45
26945, Margo Whittaker, 45, 37
21579, Molly Hodgson, 25, 37
24353, Kirsten Oakley, 42, 32
30556, Edwina Fuller, 36, 29
14597, Philippa Yang, 39, 33
11780, Casey Collins, 28, 35
21519, Reg Parker, 46, 45
11241, Ali Irwin, 40, 40
29424, Kimberley Dillon, 49, 32
12111, Victoria Cleary, 49, 46
10294, Brigitte Clayton, 29, 43
23783, Suzi Richmond, 44, 41
13326, Peta Chong, 46, 32
17323, Pamela Fuller, 48, 25
15789, Kane Maher, 42, 21
30696, Neil Welsh, 33, 26
14279, Clare Ali, 38, 36
19213, Gail Condon, 32, 28
15138, Zoe Baird, 43, 21
20510, Hilary Johnson, 34, 48
10143, Harry Hargreaves, 23, 20
16889, Anton Borg, 25, 28
25576, Jerry Slattery, 21, 31
17998, Isaac Kerr, 37, 26
13563, Jodie Greenwood, 34, 33
14554, Todd Findlay, 41, 43
16050, Neal Crane, 37, 45
12329, Rae McConnell, 35, 28
11669, Terry Eddy, 28, 46
19083, Tessa Bowden, 24, 32
13057, Dianne Alexander, 35, 40
26415, Taylor Briggs, 38, 37
23505, Serena McMillan, 20, 43
15834, Alison Beaumont, 36, 26
33717, Daisy Peters, 43, 34
13385, Nicola Wood, 34, 35
11012, Jaclyn Lawson, 31, 35
12465, Sarah Davey, 39, 27
20918, Sonya Blackburn, 39, 31
16717, Maree Rowe, 48, 43
13158, Marnie Murdoch, 28, 47
12571, Jorge McDonnell, 46, 23
29397, Derek Nelson, 29, 29
23182, Marian Brown, 44, 44
14582, Nadine Charlton, 29, 38
27577, Stefanie Fenton, 45, 32
27834, Nguyen Summers, 43, 23
13781, Rod Coffey, 38, 48
22636, Kristina Marks, 46, 36
10112, Marina Saunders, 31, 45
27063, Clayton Burgess, 24, 36
27905, Nicky Shaw, 30, 24
11003, Mia Drake, 34, 36
12965, Harold Fraser, 48, 41
27952, Bruce Cole, 36, 42
17739, Roy O'Connell, 40, 42
13422, Jenni Dale, 20, 40
11922, Sian Reynolds, 35, 24
21638, Lewis Hobson, 32, 32
26642, Wes Wang, 28, 32
16987, Sharyn Porter, 49, 40
17033, Raelene Dobson, 23, 31
18407, Belinda Carroll, 45, 33
17579, Fiona Rees, 25, 36
15897, Mick Webber, 49, 44
10746, Luke Kane, 40, 43
27062, Raymond Thomas, 47, 40
13386, Robbie Clifton, 44, 39
12478, Cameron Bryan, 30, 42
27388, Gaye Gunn, 45, 42
15603, Gaye French, 47, 30
13825, Fraser Ross, 39, 42
18378, David Henderson, 28, 21
26514, Mick Symons, 44, 40
23649, Ken Howe, 22, 22
21738, Jules Thompson, 41, 37
18604, Kat Wright, 22, 21
13091, Sheree Pollock, 35, 28
12225, Kenneth Turnbull, 39, 28
15803, Kristin Keen, 42, 28
17255, Sandy Small, 29, 32
19347, Jackie Lees, 23, 49
15096, Marg Douglas, 43, 49
12419, Trish McDermott, 29, 33
10802, Cheryl Warner, 26, 41
13662, Jonathon Slade, 49, 30
16588, Aimee Gilmour, 38, 25
20526, Sandra Gibbs, 33, 48
12866, Adriana Cheng, 31, 20
23027, Nguyen Cairns, 41, 33
20552, Lina Huynh, 24, 32
28938, Rebekah Gibson, 37, 41
20900, Brigitte McCormack, 32, 37
19531, Gaye Harrison, 47, 24
13122, Dawn Wiseman, 29, 36
29531, Lachlan Rees, 35, 47
10287, William Marks, 48, 23
33228, Nic Piper, 28, 47
19603, Nikki Crowley, 21, 29
27703, Guy Pickering, 20, 24
10548, Frances Wilkins, 41, 31
14169, Jaclyn Holt, 36, 25
21770, Janelle Briggs, 42, 41
22001, Cara Thompson, 39, 22
11276, Daniela McMahon, 25, 31
11047, David Cullen, 20, 28
31893, Narelle Stubbs, 37, 48
17257, Tracie Dunne, 22, 36
19825, Mat Little, 48, 25
29481, Esther Greig, 22, 28
31824, Antony Sims, 49, 24
19383, Alistair French, 26, 44
25065, May Mortimer, 25, 44
16393, Natasha Pike, 44, 39
11290, Rene Forsyth, 37, 32
15853, Georgina Watkins, 41, 31
12128, Renae Avery, 28, 37
12990, Lorraine Healy, 45, 38
17234, Julian Olsen, 42, 24
15292, Maya McRae, 49, 20
13586, Peta Wicks, 44, 46
25037, Maurice Moss, 36, 22
13002, Rod Hetherington, 27, 48
30359, Marcus Adamson, 21, 47
13891, Elisabeth Weaver, 34, 38
18695, Wes Zhao, 48, 21
21586, Sonia McInerney, 47, 35
15243, Frances Olsen, 27, 41
11111, Desmond Cooper, 37, 37
22834, Bruno Freeman, 32, 48
22484, Ross Sanderson, 38, 40
22629, Gregory Collins, 38, 44
19990, Shirley Hanna, 24, 23
13807, Paul Hoare, 24, 42
16897, Grahame Saunders, 49, 31
11114, Shane Jarvis, 22, 25
22647, Margo Humphries, 35, 33
16850, Alec Andersen, 23, 48
16664, Geraldine Phillips, 31, 43
13728, Mick Giles, 29, 45
19352, Leslie Sloan, 41, 47
12648, Lou McLachlan, 39, 43
22799, Tyler Lawler, 24, 38
10904, Kerryn Dickinson, 35, 37
12669, Kane Lancaster, 43, 46
15195, Sheree Corbett, 37, 31
14739, Sally Lawler, 24, 26
24431, Danny Bolton, 44, 40
15816, Audrey Stafford, 30, 24
10518, Anne-Marie Potter, 39, 20
26096, Maurice McPherson, 30, 39
22899, Jacob Barker, 26, 31
29548, Brittany Walsh, 20, 49
15488, Natalie Pollock, 31, 40
20575, Lea Barker, 39, 24
12425, Jan Brewer, 36, 21
15773, Zac Wicks, 47, 34
19811, Margie Maguire, 26, 32
12557, Will Powell, 21, 44
14682, Kathleen Stephen, 48, 34
10695, Bryan Rhodes, 33, 37
13126, Virginia Hyland, 27, 34
33663, Jacky Khan, 30, 27
25902, Kieran Turner, 20, 33
12553, Irene Cohen, 48, 45
13133, Victoria Horton, 49, 36
19439, Nick Ferris, 23, 29
23931, Maria Sanderson, 43, 40
12292, Noel Sawyer, 27, 40
16511, Lewis Goddard, 46, 21
21450, Eric Khan, 20, 25
15751, Desiree Leach, 30, 29
14265, Bianca Wyatt, 46, 33
25432, Lea Goodman, 41, 38
25384, Vivian Gordon, 47, 29
26555, Gary Neale, 41, 20
17330, Sam Heath, 32, 29
28220, Paula Dyer, 30, 21
12195, Henry Nicholas, 48, 21
15472, Clayton Christie, 30, 21
18189, Gemma Wild, 26, 34
17942, Jim Tait, 44, 46
13317, Barry Jeffrey, 47, 44
17429, Lou Monaghan, 36, 40
30984, Theresa Muir, 49, 27
19005, Tania Crowe, 29, 26
21904, Frances Watson, 27, 27
24137, Rene Stevenson, 29, 30
14669, Tina Butcher, 36, 45
24192, Therese Beattie, 41, 32
20855, Marianne Smith, 48, 24
17338, Paige McDermott, 44, 28
25608, Jan Finlay, 27, 25
14549, Jade Crane, 31, 34
17005, Tim Sawyer, 41, 28
20192, Emma Tang, 30, 26
25823, William Kavanagh, 43, 39
23862, Lyndon Hutchison, 21, 36
14979, Corinne Singh, 40, 34
15447, Dom Thorpe, 34, 31
21861, Jacob Woolley, 36, 21
15190, Md Douglas, 35, 28
23445, Tammy Guy, 29, 25
20737, Ron Foley, 23, 33
13193, Dick Turner, 23, 20
31165, Mary Lewis, 37, 30
31002, Geraldine McLeod, 36, 36
12464, Kerry Curtis, 39, 40
23239, Tricia Daly, 41, 27
11430, Roman Paton, 28, 45
13838, Grant Clark, 42, 39
20262, Mohamed McLean, 45, 27
17871, Kurt Dixon, 27, 49
11822, Terri Hyland, 29, 38
17233, Bernard Gorman, 46, 26
20485, Steven Cassidy, 46, 37
28691, Dawn Carey, 37, 43
22337, Sara Wallis, 38, 34
20236, Jackson Stringer, 46, 22
24663, Ellen McKenna, 21, 22
17597, Micheal Beer, 21, 23
30233, Phoebe Corcoran, 42, 45
31346, Alison Whittaker, 21, 42
24957, Sara Tomlinson, 22, 44
14692, Sebastian Jeffery, 38, 35
28269, Kerrie Coleman, 42, 22
26843, Adrian Li, 24, 40
19240, Rebekah Hills, 35, 46
15377, Alisha Neil, 49, 44
10504, Kristi Sutton, 40, 43
11560, Oscar Vincent, 27, 32
13580, Hilary Oates, 49, 30
18565, Ebony Rowe, 45, 38
18785, Cam Ng, 32, 28
10566, Clinton Stevenson, 41, 48
15465, Philip Sims, 36, 34
15354, Pierre Hogan, 20, 29
10001, Lance Hanna, 44, 27
15225, Maxine Wang, 32, 27
18125, Carly Boyd, 37, 28
12238, Roxanne Mills, 38, 47
18133, Kelvin Bradford, 48, 39
33613, Trina O'Neill, 38, 37
19788, Conrad Leahy, 43, 43
23448, Doris Irving, 23, 38
14331, Eve Lamb, 45, 36
13846, Aj Beer, 43, 37
11590, Lawrence Murray, 45, 42
23995, Emily Galea, 32, 40
19709, Corinne Reeves, 30, 28
10374, Sheree Brady, 37, 28
11291, Bruce Hansen, 43, 41
21447, Catherine Lyon, 29, 28
30008, Moira Zhang, 44, 49
11245, Carole Robertson, 36, 40
22672, Tracey Archer, 25, 29
11533, Ravi Watt, 20, 27
10758, Jason Matthews, 36, 38
11562, Maggie Stanley, 38, 28
16731, Cate Hargreaves, 41, 36
11832, Suzanne Hilton, 36, 36
26328, Kirsty Collins, 35, 41
18592, Jayne Sweeney, 23, 42
10883, Charlotte Findlay, 43, 40
11993, Virginia Wu, 40, 26
14518, Kyle Hughes, 36, 29
22988, Oliver Riley, 30, 41
14224, Pat Chong, 49, 28
11489, Ian Lin, 36, 39
11298, Betty Mullins, 30, 26
25074, Tyler Lai, 40, 49
12938, Faith Farmer, 31, 43
29138, Anne Weston, 20, 29
15522, Gayle Monaghan, 30, 35
15338, Evan Bowen, 26, 33
20312, Corinne Hosking, 33, 34
20078, Alan Newell, 23, 29
23231, Melissa Mead, 27, 30
19354, Michelle Hooper, 21, 44
27545, Roy Lawson, 38, 29
14527, Callum Shaw, 30, 25
13183, Derek Carmichael, 40, 35
10346, Lincoln Lang, 40, 29
18322, Jen Chong, 35, 28
15356, Siobhan McNeill, 29, 45
20969, Camilla Schultz, 47, 38
12136, Simon White, 24, 29
25376, Sophie Bentley, 38, 36
26931, Sheryl Oliver, 42, 47
20293, Andre MacLean, 32, 27
31585, Kieran McLean, 29, 38
14191, Denis McDermott, 39, 35
20462, Pip Davey, 22, 32
22375, Sebastian McLaughlin, 20, 40
18080, Angela McCann, 49, 41
17899, Rosie Steele, 28, 26
13762, Helena McGrath, 23, 25
23375, Faith Preston, 24, 48
33120, Faith Mitchell, 36, 35
22134, Josh Hancock, 20, 47
15673, Francesca Bowman, 29, 45
18414, Jennie Godfrey, 36, 32
25636, Chad Power, 45, 30
13958, Quentin Hope, 28, 38
23071, Bert Sullivan, 35, 42
18828, Lina Leung, 32, 47
10711, Jon Conway, 24, 37
25673, Ruth Lees, 34, 34
18064, Nicole Olsen, 21, 33
14570, Nadia Carter, 37, 29
13322, Elena Rodgers, 31, 32
26202, Jasmine Harrington, 43, 46
18113, Elena Garner, 30, 30
10348, Susanne O'Donnell, 20, 28
19133, Dwayne Holloway, 45, 42
15030, June Lyons, 26, 41
18021, Miles Gilmour, 47, 48
18689, Vincent Harwood, 49, 24
18091, Felix MacFarlane, 29, 48
17090, Ralph Zhu, 44, 42
18944, Roland Griffiths, 22, 27
17473, Suzi Mathews, 35, 42
23804, Jules Murray, 35, 42
14473, Beth Gardner, 25, 42
12535, Rodney Croft, 40, 43
23907, Stephanie Hoffman, 39, 48
15132, Oscar Nash, 46, 48
14747, Rachel Steel, 32, 29
11734, Katie Donovan, 36, 46
17012, Tristan Elliott, 39, 20
16166, Claire Street, 42, 20
16482, Brendan Conroy, 42, 35
26301, Sam Moody, 28, 21
22053, Barrie Lord, 20, 42
12640, Xavier O'Halloran, 41, 44
13502, Margot Callaghan, 23, 21
16971, Gordon Logan, 48, 32
27698, Kai Hutton, 32, 20
20674, Frederick Schmidt, 20, 26
22993, Tricia Warren, 41, 29
24105, Amber Stuart, 31, 26
24688, Noelene McCormack, 48, 41
25139, Douglas Hobson, 35, 34
19528, Joan Piper, 36, 29
24029, Charles Carr, 33, 47
18242, Joan Richards, 47, 24
11526, Pip Nixon, 22, 22
34683, Dennis Donaldson, 31, 21
12076, Adrienne Stephens, 49, 38
24656, Laurel Craig, 29, 21
18230, Gerard Donald, 27, 20
13220, Neil O'Reilly, 29, 32
15019, Penny Wu, 21, 48
11907, Fran Jacobs, 22, 38
22317, Charlotte Park, 40, 41
23476, Dennis Gardner, 34, 48
17024, Lyndon McInerney, 37, 29
21546, Marian Clifford, 22, 23
21534, Rhiannon Todd, 45, 37
10814, Des Wells, 42, 37
13131, Hayden Madden, 35, 35
10467, Rudy Jennings, 23, 35
11576, Emma Dean, 48, 48
18403, Aileen Warren, 46, 20
12235, Nathan Booth, 22, 40
10421, Leanne Leong, 43, 33
16203, Chantelle Waters, 43, 22
22962, Val Stanley, 39, 40
22737, Jasmin Dennis, 47, 48
23155, Kristie Chalmers, 26, 33
11186, Joshua Daniels, 23, 27
24602, Jeff Withers, 28, 46
18753, Janette Marshall, 36, 33
30637, Bernadette Steele, 39, 33
14196, Roberto Raymond, 27, 41
30002, Tristan Wyatt, 23, 39
22694, Jacky Joyce, 30, 33
14665, Gina Stevens, 46, 49
21945, Cathryn Waller, 26, 41
31428, Judith Poole, 38, 31
15577, Cherry Page, 45, 35
11946, Stefanie Arthur, 40, 39
16362, Cate Lord, 22, 27
17361, Les Gough, 38, 41
20167, Warren Bennett, 24, 31
20990, Lyn Spencer, 30, 39
27293, Clinton Roach, 30, 27
13161, Ann Clements, 38, 44
27196, Jack Tanner, 21, 43
21176, Hilary Cavanagh, 25, 49
32031, Colleen Kemp, 48, 21
28039, Conrad Lock, 42, 36
12968, Chrissy Masters, 48, 42
16485, Phillip Henderson, 31, 39
11456, Gaye Schneider, 38, 45
10337, Corinne Salter, 39, 33
24325, Cliff McIntosh, 48, 27
14226, Ivan Haines, 49, 39
20610, Melanie Thorne, 40, 42
13906, Theo Penny, 20, 42
24229, Jayden Benson, 34, 39
10054, Genevieve Dillon, 20, 36
18245, Mervyn Wyatt, 31, 38
21539, Lionel Woodward, 21, 33
33276, Caroline Kirk, 32, 33
19851, Teresa Waters, 22, 32
14436, Dan Jackson, 24, 35
